Time[ms] CO2[ppm] O2[bar] P[bar] T[C]
490068 300.00 204.90 978.00 28.40
490737 310.00 204.90 978.00 28.40
491405 310.00 204.90 978.00 28.40
492073 300.00 204.90 978.00 28.40
492742 300.00 204.90 978.00 28.30
493409 300.00 204.90 978.00 28.30
494078 310.00 204.90 978.00 28.30
494746 310.00 204.90 978.00 28.40
495414 310.00 204.90 978.00 28.40
496083 330.00 204.90 978.00 28.30
496750 320.00 204.90 978.00 28.30
497418 310.00 204.90 978.00 28.30
498087 330.00 204.90 978.00 28.40
498755 340.00 204.90 978.00 28.30
499426 340.00 204.90 978.00 28.30
500095 350.00 204.90 978.00 28.40
500763 350.00 204.90 978.00 28.40
501439 360.00 204.90 978.00 28.40
502116 370.00 204.90 978.00 28.40
502784 390.00 204.90 978.00 28.40
503452 400.00 204.90 978.00 28.40
504119 400.00 204.90 978.00 28.30
504788 380.00 204.90 978.00 28.30
505456 380.00 205.00 978.00 28.30
506124 380.00 205.00 978.00 28.30
506792 380.00 205.00 978.00 28.30
507460 380.00 205.00 978.00 28.40
508128 360.00 204.90 978.00 28.30
508796 360.00 204.90 978.00 28.30
509467 350.00 204.90 978.00 28.40
510134 350.00 204.90 978.00 28.30
510802 350.00 204.90 978.00 28.30
511470 340.00 204.90 978.00 28.40
512138 340.00 204.90 978.00 28.40
512805 340.00 204.90 978.00 28.40
513473 340.00 205.00 978.00 28.40
514141 350.00 205.00 978.00 28.30
514809 360.00 205.00 978.00 28.30
515476 350.00 205.00 978.00 28.30
516144 340.00 205.00 978.00 28.30
516813 340.00 205.00 978.00 28.30
517481 340.00 205.00 978.00 28.30
518149 350.00 205.00 978.00 28.30
518817 340.00 205.00 978.00 28.30
519489 340.00 205.00 978.00 28.40
520157 340.00 205.00 978.00 28.40
520825 340.00 205.00 978.00 28.40
521493 340.00 205.00 978.00 28.30
522161 340.00 205.00 978.00 28.30
522830 330.00 205.00 978.00 28.30
523498 330.00 205.00 978.00 28.30
524166 340.00 205.00 978.00 28.30
524835 340.00 205.00 978.00 28.30
525503 340.00 205.00 978.00 28.30
526171 320.00 205.00 978.00 28.30
526839 330.00 205.00 978.00 28.30
527507 330.00 205.00 978.00 28.30
528175 320.00 205.00 978.00 28.30
528844 330.00 205.00 978.00 28.30
529515 340.00 205.00 978.00 28.30
530183 340.00 205.00 978.00 28.30
530852 320.00 205.00 978.00 28.30
531520 320.00 205.00 978.00 28.30
532188 310.00 205.00 978.00 28.30
532856 320.00 205.00 978.00 28.30
533524 320.00 205.00 978.00 28.30
534192 310.00 205.00 978.00 28.30
534860 320.00 205.00 978.00 28.30
535528 320.00 205.00 978.00 28.20
536196 340.00 205.00 978.00 28.30
536864 350.00 205.00 978.00 28.30
537533 360.00 205.00 978.00 28.30
538201 360.00 205.00 978.00 28.30
538869 350.00 205.00 978.00 28.30
539540 340.00 205.00 978.00 28.30
540207 340.00 205.00 978.00 28.30
540875 340.00 205.00 978.00 28.40
541543 340.00 205.00 978.00 28.30
542210 310.00 205.00 978.00 28.30
542878 310.00 205.00 978.00 28.30
543547 300.00 205.00 978.00 28.30
544214 280.00 205.00 978.00 28.30
544882 290.00 205.00 978.00 28.30
545549 290.00 205.00 978.00 28.30
546217 290.00 205.00 978.00 28.30
546885 280.00 205.00 978.00 28.30
547553 270.00 205.00 978.00 28.20
548221 280.00 205.00 978.00 28.20
548888 270.00 205.00 978.00 28.30
549559 270.00 205.00 978.00 28.30
550228 290.00 205.00 978.00 28.30
550897 290.00 205.00 978.00 28.30
551564 310.00 205.00 978.00 28.30
552233 310.00 205.00 978.00 28.30
552901 320.00 205.00 978.00 28.30
553569 320.00 205.00 978.00 28.30
554238 330.00 205.00 978.00 28.30
554906 340.00 205.00 978.00 28.30
555574 340.00 205.00 978.00 28.30
556242 340.00 205.00 978.00 28.30
556910 340.00 205.00 978.00 28.30
557578 340.00 205.00 978.00 28.30
558247 330.00 205.00 978.00 28.30
558915 330.00 205.00 978.00 28.30
559586 330.00 205.00 978.00 28.20
560255 330.00 205.00 978.00 28.20
560924 330.00 205.00 978.00 28.30
561591 340.00 205.00 978.00 28.30
562260 350.00 205.00 978.00 28.30
562928 340.00 205.00 978.00 28.20
563596 340.00 205.00 978.00 28.30
564264 340.00 205.00 978.00 28.30
564932 350.00 205.00 978.00 28.30
565600 340.00 205.00 978.00 28.30
566268 340.00 205.00 978.00 28.30
566936 330.00 205.00 978.00 28.30
567604 330.00 205.00 978.00 28.30
568272 330.00 205.00 978.00 28.30
568940 330.00 205.00 978.00 28.30
569611 330.00 205.00 978.00 28.20
570280 320.00 205.00 978.00 28.20
570948 320.00 205.00 978.00 28.20
571616 310.00 205.00 978.00 28.20
572284 310.00 205.00 978.00 28.30
572952 300.00 205.00 978.00 28.30
573619 310.00 205.00 978.00 28.30
574287 320.00 205.00 978.00 28.30
574955 320.00 205.00 978.00 28.30
575622 320.00 205.00 978.00 28.30
576290 320.00 204.90 978.00 28.40
576958 320.00 204.90 978.00 28.20
577626 320.00 204.90 978.00 28.20
578294 340.00 205.00 978.00 28.30
578962 340.00 205.00 978.00 28.30
579633 350.00 205.00 978.00 28.30
580301 350.00 204.90 978.00 28.30
580969 350.00 205.00 978.00 28.20
581637 340.00 205.00 978.00 28.20
582305 350.00 205.00 978.00 28.20
582973 350.00 205.00 978.00 28.20
583641 350.00 205.00 978.00 28.20
584310 350.00 205.00 978.00 28.20
584978 350.00 205.00 978.00 28.30
585646 350.00 205.00 978.00 28.30
586314 350.00 205.00 978.00 28.20
586983 350.00 205.00 978.00 28.20
587651 340.00 205.00 978.00 28.20
588319 330.00 205.00 978.00 28.30
588987 320.00 205.00 978.00 28.20
589658 320.00 205.00 978.00 28.20
590327 320.00 205.00 978.00 28.20
590995 320.00 205.00 978.00 28.20
591663 320.00 205.00 978.00 28.20
592332 320.00 205.00 978.00 28.20
593000 330.00 205.00 978.00 28.30
593668 340.00 205.00 978.00 28.30
594337 320.00 205.00 978.00 28.20
595004 310.00 205.00 978.00 28.20
595672 290.00 205.00 978.00 28.20
596341 280.00 205.00 978.00 28.30
597008 270.00 205.00 978.00 28.20
597676 260.00 205.00 978.00 28.20
598345 250.00 205.00 978.00 28.30
599013 260.00 205.00 978.00 28.30
599684 270.00 205.00 978.00 28.30
600352 280.00 205.00 978.00 28.20
601020 270.00 205.00 978.00 28.20
601688 280.00 205.00 978.00 28.20
602356 310.00 205.00 978.00 28.30
603024 310.00 205.00 978.00 28.20
603692 300.00 205.00 978.00 28.20
604361 310.00 205.00 978.00 28.30
605027 310.00 205.00 978.00 28.30
605695 310.00 205.00 978.00 28.30
606364 310.00 205.00 978.00 28.20
607031 310.00 205.00 978.00 28.20
607699 300.00 205.00 978.00 28.20
608367 310.00 205.00 978.00 28.20
609034 320.00 205.00 978.00 28.20
609705 320.00 205.00 978.00 28.30
610373 330.00 205.00 978.00 28.20
611040 340.00 205.00 978.00 28.20
611708 330.00 205.00 978.00 28.20
612376 340.00 205.00 978.00 28.20
613044 350.00 205.00 978.00 28.20
613712 360.00 205.00 978.00 28.20
614381 360.00 205.00 978.00 28.20
615049 360.00 205.00 978.00 28.20
615717 360.00 205.00 978.00 28.20
616385 340.00 205.00 978.00 28.30
617053 340.00 205.00 978.00 28.30
617722 340.00 205.00 978.00 28.20
618390 320.00 205.00 978.00 28.20
619058 320.00 205.00 978.00 28.20
619727 310.00 205.00 978.00 28.20
620398 310.00 205.00 978.00 28.20
621066 310.00 205.00 978.00 28.20
621735 310.00 205.00 978.00 28.30
622403 300.00 204.90 978.00 28.20
623071 310.00 204.90 978.00 28.20
623739 310.00 204.90 978.00 28.20
624408 310.00 204.90 978.00 28.20
625076 310.00 204.90 978.00 28.20
625744 310.00 205.00 978.00 28.20
626412 320.00 205.00 978.00 28.10
627080 330.00 205.00 978.00 28.10
627749 340.00 205.00 978.00 28.20
628417 350.00 205.00 978.00 28.20
629085 360.00 205.00 978.00 28.20
629753 370.00 205.00 978.00 28.20
630424 360.00 205.00 978.00 28.20
631092 380.00 205.00 978.00 28.20
631761 380.00 205.00 978.00 28.20
632428 370.00 205.00 978.00 28.20
633096 360.00 205.00 978.00 28.20
633765 360.00 205.00 978.00 28.20
634432 360.00 205.00 978.00 28.20
635100 340.00 205.00 978.00 28.20
635769 340.00 205.00 978.00 28.20
636436 310.00 205.00 978.00 28.20
637104 320.00 205.00 978.00 28.20
637773 320.00 205.00 978.00 28.20
638440 320.00 205.00 978.00 28.20
639107 320.00 205.00 978.00 28.20
639776 320.00 205.00 978.00 28.20
640447 320.00 205.00 978.00 28.20
641114 320.00 205.00 978.00 28.20
641783 340.00 205.00 978.00 28.20
642450 340.00 205.00 978.00 28.20
643117 340.00 204.90 978.00 28.20
643786 340.00 204.90 978.00 28.20
644454 330.00 204.90 978.00 28.20
645121 330.00 204.90 978.00 28.20
645790 330.00 204.90 978.00 28.10
646458 350.00 204.90 978.00 28.10
647126 350.00 204.90 978.00 28.20
647795 360.00 204.90 978.00 28.20
648463 380.00 204.90 978.00 28.20
649131 370.00 204.90 978.00 28.10
649799 360.00 204.90 978.00 28.20
650480 360.00 204.90 978.00 28.20
651148 360.00 204.90 978.00 28.20
651817 360.00 204.90 978.00 28.10
652485 380.00 204.90 978.00 28.10
653153 380.00 204.90 978.00 28.10
653821 370.00 204.90 978.00 28.20
654490 380.00 204.90 978.00 28.20
655158 380.00 204.90 978.00 28.20
655826 370.00 204.90 978.00 28.20
656495 380.00 204.90 978.00 28.20
657163 370.00 204.90 978.00 28.10
657831 360.00 204.90 978.00 28.20
658500 360.00 204.90 978.00 28.20
659168 360.00 204.90 978.00 28.10
659836 350.00 204.90 978.00 28.10
660508 340.00 204.90 978.00 28.10
661176 340.00 204.90 978.00 28.10
661844 340.00 204.90 978.00 28.20
662512 330.00 204.90 978.00 28.20
663180 330.00 204.90 978.00 28.20
663849 330.00 204.90 978.00 28.20
664516 320.00 204.90 978.00 28.20
665184 310.00 204.90 978.00 28.20
665853 310.00 204.90 978.00 28.10
666521 310.00 204.90 978.00 28.10
667205 300.00 204.90 978.00 28.20
667880 300.00 204.90 978.00 28.20
668555 290.00 204.90 978.00 28.20
669224 290.00 204.90 978.00 28.10
669892 290.00 204.90 978.00 28.20
670563 290.00 204.90 978.00 28.20
671232 290.00 204.90 978.00 28.10
671900 290.00 204.90 978.00 28.20
672567 290.00 204.90 978.00 28.20
673236 280.00 204.90 978.00 28.20
673904 270.00 204.90 978.00 28.20
674571 280.00 204.90 978.00 28.10
675239 290.00 204.90 978.00 28.10
675907 320.00 204.90 978.00 28.10
676574 320.00 204.90 978.00 28.10
677243 330.00 204.90 978.00 28.10
677911 340.00 204.90 978.00 28.10
678578 330.00 205.00 978.00 28.10
679246 320.00 205.00 978.00 28.10
679914 310.00 205.00 978.00 28.10
680584 310.00 205.00 978.00 28.10
681253 300.00 205.00 978.00 28.10
681921 290.00 205.00 978.00 28.10
682589 290.00 205.00 978.00 28.20
683257 290.00 205.00 978.00 28.10
683925 290.00 205.00 978.00 28.10
684593 280.00 205.00 978.00 28.10
685262 270.00 205.00 978.00 28.10
685930 270.00 205.00 978.00 28.10
686598 280.00 205.00 978.00 28.10
687267 280.00 205.00 978.00 28.10
687935 280.00 205.00 978.00 28.10
688603 290.00 205.00 978.00 28.10
689271 290.00 205.00 978.00 28.10
689939 290.00 205.00 978.00 28.10
690611 290.00 205.00 978.00 28.10
691279 300.00 205.00 978.00 28.10
691947 290.00 205.00 978.00 28.10
692615 300.00 205.00 978.00 28.10
693284 290.00 205.00 978.00 28.10
693952 290.00 205.00 978.00 28.10
694620 300.00 205.00 978.00 28.20
695289 310.00 205.00 978.00 28.10
695957 330.00 205.00 978.00 28.10
696625 320.00 205.00 978.00 28.10
697294 310.00 205.00 978.00 28.10
697961 300.00 205.00 978.00 28.10
698629 310.00 205.00 978.00 28.10
699298 300.00 205.00 978.00 28.10
699965 280.00 205.00 978.00 28.10
700637 270.00 205.00 978.00 28.10
701305 280.00 205.00 978.00 28.00
701973 290.00 205.00 978.00 28.00
702641 290.00 205.00 978.00 28.10
703309 300.00 205.00 978.00 28.00
703977 320.00 205.00 978.00 28.00
704645 320.00 205.00 978.00 28.10
705313 330.00 205.00 978.00 28.10
705980 340.00 205.00 978.00 28.10
706648 340.00 205.00 978.00 28.10
707316 330.00 205.00 978.00 28.10
707984 310.00 205.00 978.00 28.20
708652 310.00 205.00 978.00 28.10
709319 310.00 205.00 978.00 28.10
709986 330.00 205.00 978.00 28.00
710658 330.00 205.00 978.00 28.10
711326 320.00 205.00 978.00 28.10
711994 320.00 205.00 978.00 28.10
712662 330.00 205.00 978.00 28.00
713330 330.00 205.00 978.00 28.00
713997 310.00 205.00 978.00 28.10
714665 300.00 205.00 978.00 28.10
715334 290.00 205.00 978.00 28.10
716002 290.00 205.00 978.00 28.10
716670 300.00 205.00 978.00 28.10
717339 300.00 205.00 978.00 28.10
718006 290.00 205.00 978.00 28.00
718675 290.00 205.00 978.00 28.10
719343 290.00 205.00 978.00 28.10
720011 290.00 205.00 978.00 28.00
720683 290.00 205.00 978.00 28.10
721351 290.00 205.00 978.00 28.10
722020 290.00 205.00 978.00 28.10
722688 310.00 205.00 978.00 28.10
723356 310.00 205.00 978.00 28.10
724024 310.00 205.00 978.00 28.10
724693 310.00 205.00 978.00 28.10
725361 320.00 205.00 978.00 28.10
726029 320.00 205.00 978.00 28.10
726697 320.00 205.00 978.00 28.00
727366 320.00 205.00 978.00 28.00
728033 320.00 205.00 978.00 28.10
728702 320.00 205.00 978.00 28.10
729370 330.00 205.00 978.00 28.10
730038 340.00 205.00 978.00 28.10
730710 350.00 205.00 978.00 28.00
731378 360.00 205.00 978.00 28.00
732045 340.00 205.00 978.00 28.10
732714 340.00 205.00 978.00 28.10
733382 340.00 205.00 978.00 28.10
734049 340.00 205.00 978.00 28.10
734718 340.00 205.00 978.00 28.10
735386 340.00 205.00 978.00 28.10
736054 340.00 205.00 978.00 28.10
736722 340.00 205.00 978.00 28.10
737390 330.00 205.00 978.00 28.00
738058 330.00 205.00 978.00 28.10
738726 320.00 205.00 978.00 28.10
739393 320.00 205.00 978.00 28.00
740061 300.00 205.00 978.00 28.00
740732 300.00 205.00 978.00 28.00
741400 290.00 205.10 978.00 28.00
742068 290.00 205.10 978.00 28.10
742735 290.00 205.10 978.00 28.10
743403 290.00 205.10 978.00 28.00
744071 310.00 205.00 978.00 28.10
744739 310.00 205.00 978.00 28.10
745406 310.00 205.10 978.00 28.00
746074 310.00 205.10 978.00 28.00
746743 320.00 205.10 978.00 28.00
747411 330.00 205.10 978.00 28.10
748079 340.00 205.10 978.00 28.00
748747 350.00 205.10 978.00 28.00
749416 350.00 205.10 978.00 28.10
750084 350.00 205.10 978.00 28.00
750755 350.00 205.10 978.00 28.00
751424 340.00 205.10 978.00 28.10
752092 320.00 205.10 978.00 28.10
752760 320.00 205.10 978.00 28.10
753429 320.00 205.10 978.00 28.00
754097 330.00 205.10 978.00 28.10
754765 330.00 205.10 978.00 28.10
755434 320.00 205.10 978.00 28.10
756102 340.00 205.10 978.00 28.10
756770 340.00 205.10 978.00 28.10
757439 340.00 205.10 978.00 28.00
758107 340.00 205.10 978.00 28.00
758775 330.00 205.10 978.00 28.00
759443 320.00 205.10 978.00 28.10
760111 320.00 205.10 978.00 28.00
760783 320.00 205.10 978.00 28.00
761451 310.00 205.00 978.00 28.00
762119 310.00 205.00 978.00 28.00
762787 310.00 205.00 978.00 28.00
763455 310.00 205.00 978.00 28.00
764123 310.00 205.00 978.00 28.00
764791 310.00 205.00 978.00 28.00
765460 310.00 205.10 978.00 28.00
766128 310.00 205.10 978.00 28.00
766796 290.00 205.10 978.00 28.00
767464 280.00 205.00 978.00 28.00
768132 280.00 205.00 978.00 28.00
768800 290.00 205.10 978.00 28.00
769468 300.00 205.10 978.00 28.10
770135 310.00 205.10 978.00 28.10
770806 310.00 205.00 978.00 28.00
771474 310.00 205.00 978.00 28.00
772142 310.00 205.00 978.00 28.00
772810 310.00 205.00 978.00 28.10
773478 300.00 205.00 978.00 28.10
774145 290.00 205.00 978.00 28.10
774813 300.00 205.10 978.00 28.00
775481 300.00 205.10 978.00 28.00
776148 300.00 205.10 978.00 28.00
776816 300.00 205.10 978.00 28.10
777484 290.00 205.10 978.00 28.00
778152 300.00 205.10 978.00 28.00
778820 300.00 205.10 978.00 28.10
779488 300.00 205.00 978.00 28.00
780157 290.00 205.00 978.00 28.00
780828 300.00 205.00 978.00 28.00
781496 310.00 205.00 978.00 28.10
782164 310.00 205.00 978.00 28.10
782833 310.00 205.00 978.00 28.00
783500 320.00 205.00 978.00 28.00
784169 310.00 205.00 978.00 28.00
784838 300.00 205.00 978.00 28.00
785505 310.00 205.00 978.00 28.00
786174 310.00 205.00 978.00 28.00
786842 310.00 205.00 978.00 28.00
787510 310.00 205.00 978.00 28.00
788178 310.00 205.00 978.00 28.00
788846 310.00 205.00 978.00 28.00
789514 310.00 205.00 978.00 28.10
790183 300.00 205.00 978.00 28.10
790851 290.00 205.00 978.00 28.10
791522 290.00 205.00 978.00 28.00
792191 280.00 205.00 978.00 28.00
792859 290.00 205.00 978.00 28.00
793527 290.00 205.00 978.00 28.00
794195 290.00 205.00 978.00 28.00
794863 290.00 205.00 978.00 28.00
795531 290.00 205.00 978.00 27.90
796199 290.00 205.00 978.00 27.90
796867 290.00 205.00 978.00 28.00
797535 280.00 205.00 978.00 28.00
798203 290.00 205.00 978.00 28.00
798872 290.00 205.00 978.00 28.00
799540 290.00 205.00 978.00 27.90
800208 290.00 205.00 978.00 27.90
800876 290.00 205.00 978.00 28.00
801547 290.00 205.00 978.00 28.00
802215 290.00 205.00 978.00 28.00
802883 290.00 205.00 978.00 27.90
803550 290.00 205.00 978.00 27.90
804218 310.00 205.00 978.00 28.00
804886 300.00 205.00 978.00 28.00
805553 300.00 205.00 978.00 28.00
806221 310.00 205.00 978.00 28.00
806889 300.00 205.00 978.00 27.90
807556 290.00 205.00 978.00 27.90
808224 280.00 205.00 978.00 28.00
808893 280.00 205.00 978.00 28.00
809560 290.00 205.00 978.00 28.00
810228 290.00 205.00 978.00 28.00
810896 280.00 205.00 978.00 28.00
811577 270.00 205.00 978.00 28.00
812245 290.00 205.00 978.00 28.00
812913 290.00 205.00 978.00 28.00
813581 290.00 205.00 978.00 28.00
814250 270.00 205.00 978.00 28.00
814918 270.00 205.00 978.00 28.00
815586 270.00 205.00 978.00 28.00
816254 270.00 205.00 978.00 28.00
816923 270.00 205.00 978.00 28.00
817591 280.00 205.00 978.00 28.00
818259 270.00 205.00 978.00 28.00
818927 290.00 205.00 978.00 28.00
819595 290.00 205.00 978.00 28.00
820264 280.00 205.00 978.00 28.00
820932 280.00 205.00 978.00 27.90
821604 290.00 205.00 978.00 27.90
822272 290.00 205.00 978.00 28.00
822940 280.00 205.00 978.00 28.00
823608 280.00 205.00 978.00 28.00
824277 290.00 205.00 978.00 28.00
824945 290.00 205.00 978.00 27.90
825613 300.00 205.00 978.00 27.90
826282 310.00 205.00 978.00 28.00
826950 310.00 205.00 978.00 28.00
827617 310.00 205.00 978.00 28.00
828286 320.00 205.00 978.00 27.90
828953 320.00 205.00 978.00 27.90
829621 320.00 205.00 978.00 27.90
830290 330.00 205.00 978.00 28.00
830958 320.00 205.00 978.00 27.90
831629 320.00 205.00 978.00 27.90
832317 330.00 205.00 978.00 27.90
832986 320.00 205.00 978.00 28.00
833658 330.00 205.00 978.00 28.00
834331 330.00 205.00 978.00 28.00
834999 330.00 205.00 978.00 28.00
835667 330.00 205.00 978.00 28.00
836335 340.00 205.00 978.00 28.00
837003 340.00 205.00 978.00 28.00
837671 320.00 205.00 978.00 27.90
838339 330.00 205.00 978.00 27.90
839006 320.00 205.00 978.00 27.90
839674 340.00 205.10 978.00 27.90
840343 340.00 205.10 978.00 27.90
841010 340.00 205.10 978.00 27.90
841681 340.00 205.10 978.00 28.00
842350 340.00 205.10 978.00 27.90
843017 340.00 205.10 978.00 27.90
843685 330.00 205.10 978.00 27.90
844353 320.00 205.10 978.00 28.00
845021 320.00 205.10 978.00 28.00
845689 330.00 205.10 978.00 28.00
846357 330.00 205.10 978.00 27.90
847025 320.00 205.10 978.00 27.90
847694 320.00 205.10 978.00 28.00
848362 310.00 205.10 978.00 27.90
849030 320.00 205.10 978.00 27.90
849699 330.00 205.10 978.00 27.90
850367 330.00 205.10 978.00 28.00
851035 330.00 205.10 978.00 28.00
851707 330.00 205.10 978.00 28.00
852375 330.00 205.10 978.00 27.90
853043 330.00 205.10 978.00 27.90
853712 330.00 205.10 978.00 28.00
854380 320.00 205.10 978.00 27.90
855048 320.00 205.10 978.00 27.90
855717 310.00 205.10 978.00 28.00
856385 320.00 205.10 978.00 27.90
857053 330.00 205.10 978.00 27.90
857722 320.00 205.10 978.00 28.00
858390 320.00 205.10 978.00 28.00
859058 320.00 205.10 978.00 28.00
859727 310.00 205.10 978.00 28.00
860395 320.00 205.10 978.00 27.90
861063 340.00 205.10 978.00 27.90
861735 340.00 205.10 978.00 27.90
862403 340.00 205.10 978.00 27.90
863071 340.00 205.10 978.00 27.90
863739 330.00 205.10 978.00 27.90
864407 320.00 205.10 978.00 27.90
865075 320.00 205.10 978.00 27.90
865744 310.00 205.10 978.00 27.90
866412 310.00 205.10 978.00 27.90
867080 320.00 205.10 978.00 27.90
867748 310.00 205.10 978.00 27.90
868416 300.00 205.10 978.00 27.90
869084 290.00 205.10 978.00 27.90
869753 290.00 205.10 978.00 28.00
870421 290.00 205.10 978.00 28.00
871088 290.00 205.10 978.00 27.90
871759 290.00 205.10 978.00 27.90
872427 290.00 205.10 978.00 27.90
873094 280.00 205.10 978.00 27.90
873763 270.00 205.10 978.00 27.90
874431 270.00 205.10 978.00 27.90
875098 270.00 205.10 978.00 27.90
875767 270.00 205.10 978.00 27.90
876434 280.00 205.10 978.00 27.90
877102 280.00 205.10 978.00 27.90
877770 280.00 205.10 978.00 27.90
878438 290.00 205.10 978.00 27.90
879106 290.00 205.10 978.00 27.90
879774 300.00 205.10 978.00 27.90
880443 310.00 205.10 978.00 27.90
881111 300.00 205.10 978.00 27.90
881783 310.00 205.10 978.00 27.90
882451 310.00 205.10 978.00 27.90
883119 310.00 205.10 978.00 27.90
883788 310.00 205.10 978.00 27.90
884456 310.00 205.10 978.00 27.90
885124 310.00 205.10 978.00 27.90
885793 320.00 205.10 978.00 28.00
886461 330.00 205.10 978.00 28.00
887129 330.00 205.10 978.00 27.90
887798 320.00 205.10 978.00 27.90
888466 310.00 205.10 978.00 27.90
889134 300.00 205.10 978.00 28.00
889803 310.00 205.10 978.00 27.90
